tconst	directors	writers
tt0002470	nm0524306	nm0524306
tt0002471	nm0930198	nm0581683
tt0002472	nm0132324	nm0058849
tt0002473	nm0000428	nm0455504
tt0002474	nm0881638,nm1824687	nm0000636,nm0881638
tt0002475	nm0036048	nm0316947
tt0002476	nm0119138	nm0624714
tt0002477	nm0823150	\N
tt0002478	nm0000428	\N
tt0002479	\N	\N
tt0002480	nm0294276	\N
tt0002481	\N	\N
tt0002482	nm0054977	\N
tt0002483	nm0408436	\N
tt0002484	nm0717281	nm0717281
tt0002485	nm0877783	nm0206755,nm0932440
tt0002486	nm0533615	nm0001908
tt0002487	nm0533615	nm0001908
tt0002488	nm0533615	nm0001908
tt0002489	nm0119138	\N
tt0002490	\N	\N
tt0002491	nm0738202	\N
tt0002492	nm0000428	\N
tt0002493	nm0000428	nm0682795
tt0002494	\N	\N
tt0002495	nm0577654	\N
tt0002496	nm0001908	nm0001908
tt0002497	nm0000428	nm0377289
tt0002498	nm0119138	nm0355555
tt0002499	nm0408433	nm0408433
tt0002500	nm0088881	nm0775725
tt0002501	nm0784407	\N
tt0002502	nm0577654	nm0452516
tt0002503	nm0000428	\N
tt0002504	nm0551361	nm0518840
tt0002505	\N	\N
tt0002506	nm0784407	\N
tt0002507	nm0581683	nm0581683
tt0002508	nm0245385	nm2054205
tt0002509	nm0492742	\N
tt0002510	nm0000428	nm0500580
tt0002511	nm0646844	\N
tt0002512	nm0000428	nm0377289
tt0002513	nm0581683	nm0581683
tt0002514	nm0830249	nm0129300,nm0536368,nm0830249
tt0002515	nm0869665	nm0520524,nm0000590
tt0002516	nm0000428	nm0178126
tt0002517	nm0294276	\N
tt0002518	nm0806565	\N
tt0002519	\N	\N
tt0002520	nm0784407	\N
tt0002521	nm0000428	nm0377289
tt0002522	nm0789748	nm0649162
tt0002523	nm0002177	nm0377958
tt0002524	nm0119138	\N
tt0002525	nm0519315	nm0519315
tt0002526	nm0294276	\N
tt0002527	\N	\N
tt0002528	nm0784407	nm0934979
tt0002529	nm0001908	nm0001908
tt0002530	nm0725529	\N
tt0002531	nm0300487	nm0300487
tt0002532	nm0930198	nm0581683
tt0002533	nm0784407	\N
tt0002534	nm0029253	\N
tt0002535	nm0784407	nm0635667
tt0002536	nm0000428	nm0524306
tt0002537	nm0088881	nm2557111
tt0002538	nm0205986	nm0829044
tt0002539	nm0877783,nm0717468	nm0717468
tt0002540	nm0088881	nm2558782
tt0002541	nm0916665	nm0916665
tt0002542	nm0048478	nm0078442
tt0002543	nm0294276	\N
tt0002544	nm0803705	nm0830249
tt0002545	\N	\N
tt0002546	nm0000428	nm0377289
tt0002547	nm0085865	nm0063492
tt0002548	nm0294276	\N
tt0002549	nm0830249	nm0830249,nm0637902
tt0002550	nm0000428	nm0853193
tt0002551	nm0376529	nm0518840,nm0209322
tt0002552	nm0099901	nm0304098,nm0000590
tt0002553	nm0000428	nm0009926
tt0002554	\N	\N
tt0002555	nm0002031	nm0366078
tt0002556	nm0088881	nm0106514,nm1531812
tt0002557	nm0294276	\N
tt0002558	nm0894737	\N
tt0002559	nm0582268	\N
tt0002560	nm0294276	\N
tt0002561	nm0119138	\N
tt0002562	nm0717281	nm0717281
tt0002563	nm0949648	nm0490163
tt0002564	nm0923603	nm0002042,nm0522871
tt0002565	nm0005717	nm0005717
tt0002566	nm0853193	nm0853193
tt0002567	\N	\N
tt0002568	nm0119138	\N
tt0002569	nm0784407	\N
tt0002570	nm0577654	\N
tt0002571	nm0294276	\N
tt0002572	nm0300487	\N
tt0002573	nm0001908	nm0001908
tt0002574	nm0102643	nm0687742
tt0002575	nm0780884	nm0780884
tt0002576	nm0784407	nm0376396
tt0002577	nm0780884	nm0725893
tt0002578	nm0000428	nm0524306
tt0002579	nm0784407	nm1773629
tt0002580	nm0036048	nm0536856
tt0002581	\N	\N
tt0002582	\N	\N
tt0002583	\N	\N
tt0002584	nm0930198	nm1672242
tt0002585	nm0524306	\N
tt0002586	nm0784407	nm0377289
tt0002587	nm0408433	nm0408433
tt0002588	nm0419327	nm0419327,nm0768577
tt0002589	\N	\N
tt0002590	nm0300487	nm0300487
tt0002591	nm0296193	\N
tt0002592	nm0533048	nm0491585
tt0002593	nm0111753	\N
tt0002594	nm0519315	nm0519315
tt0002595	nm0753233	nm0263912
tt0002596	nm0883920,nm0783369	nm0271668
tt0002597	nm0806565	\N
tt0002598	\N	\N
tt0002599	\N	nm0099105,nm0126418
tt0002600	\N	\N
tt0002601	nm0127511,nm0000428	nm0127511
tt0002602	nm1267460	nm9756108
tt0002603	nm0000428	nm0127511
tt0002604	nm0492742	\N
tt0002605	nm0334918	nm0569805,nm0929808
tt0002606	nm0132324	nm0132324
tt0002607	nm0339765	nm0518840
tt0002608	nm0569645	\N
tt0002609	nm0001908	nm0001908
tt0002610	nm0001908	nm0001908
tt0002611	nm0001908	nm0001908
tt0002612	nm0001908	nm0001908
tt0002613	nm0001908	nm0001908
tt0002614	nm0394399	nm0001908
tt0002615	nm0930198	nm0841608
tt0002616	nm0250480	nm1563104
tt0002617	nm0376396	nm0064415
tt0002618	nm0193240	\N
tt0002619	nm0132324	nm0106990
tt0002620	nm0534288	nm6723801
tt0002621	nm0102643	nm0581683
tt0002622	nm0054977	nm0818080
tt0002623	nm0492742	\N
tt0002624	nm0063413,nm0550220	nm0063413,nm0550220
tt0002625	nm0611814,nm0005717	nm0529814
tt0002626	nm0107543	\N
tt0002627	nm0949648	nm0949648
tt0002628	nm0533048	nm0511317,nm0533048,nm1857018
tt0002629	nm0107543	nm0107543,nm0249772
tt0002630	nm0245385	\N
tt0002631	nm0245385	nm0245385
tt0002632	nm0250480	nm0587929,nm0725893
tt0002633	nm0569261	\N
tt0002634	nm0245385	\N
tt0002635	nm0242139	nm0242139
tt0002636	\N	\N
tt0002637	nm0858501	nm0858501
tt0002638	\N	nm0808195
tt0002639	nm0106218	\N
tt0002640	nm0492742	\N
tt0002641	nm0169871	nm0169871
tt0002642	nm0169878	nm4798267,nm1437660
tt0002643	nm0002177	nm0112130,nm0357028
tt0002644	nm0245385	nm0925481
tt0002645	nm0784407	\N
tt0002646	nm0088881	nm1834296,nm0369458,nm2421815
tt0002647	nm0217615	nm0217615
tt0002648	nm0753233	nm0263912
tt0002649	nm0519315	nm0056525,nm0420350,nm0528022
tt0002650	nm0169871	nm0169871
tt0002651	nm0048478	\N
tt0002652	nm0504353	nm0581683
tt0002653	nm0524306	\N
tt0002654	nm0245385	nm0209331
tt0002655	nm0784407	\N
tt0002656	nm0419327	nm0419327,nm0503693
tt0002657	nm0279404	nm0279404
tt0002658	nm0784407	\N
tt0002659	nm0499883	\N
tt0002660	\N	nm4702008
tt0002661	nm0005717	nm0005717
tt0002662	nm0830249	\N
tt0002663	nm0784407	\N
tt0002664	nm0587929	nm0649162
tt0002665	nm0881638	\N
tt0002666	nm0279404	nm0279404
tt0002667	nm0577654	\N
tt0002668	nm0577654,nm0119138	nm0355555
tt0002669	nm0316794,nm0408436	nm0113224,nm0408436,nm0818080,nm0837989
tt0002670	nm0806961	nm0355555
tt0002671	nm0784407	\N
tt0002672	nm0002177	nm0357028
tt0002673	nm0949648	nm0612348,nm0850483
tt0002674	nm0949648,nm0529368,nm0237713	nm0237713
tt0002675	nm0637507	nm0545651
tt0002676	nm0087250	nm0087250
tt0002677	nm0002177	nm0258697,nm0357028,nm0000590
tt0002678	nm0360617	\N
tt0002679	nm0215516	nm0092435,nm0158036,nm0000636
tt0002680	nm0838074	nm0784091
tt0002681	nm0577654	\N
tt0002682	\N	\N
tt0002683	\N	\N
tt0002684	nm0376396	nm0064415
tt0002685	nm0803705	nm0528064,nm0803705
tt0002686	nm0041858	nm0041858
tt0002687	nm0687575	\N
tt0002688	nm0245385	nm0744504
tt0002689	nm0111753	nm0625340
tt0002690	nm0294276	\N
tt0002691	nm0408436	nm0651760,nm0837989
tt0002692	nm0054977	nm0818080
tt0002693	nm0784407	\N
tt0002694	nm0780884	nm0780884
tt0002695	nm0169871	nm0169871
tt0002696	nm0408436	\N
tt0002697	nm0339765	nm0518840
tt0002698	nm0002061	\N
tt0002699	nm0403151	nm0934979
tt0002700	nm0012317	\N
tt0002701	nm0806565	\N
tt0002702	nm0000428	nm0062934
tt0002703	nm0001908	nm0001908
tt0002704	nm0001908	nm0001908
tt0002705	nm0001908	nm0001908
tt0002706	nm0001908	nm0001908
tt0002707	nm0001908	nm0001908
tt0002708	nm0001908	nm0001908
tt0002709	nm0001908	nm0001908
tt0002710	nm0001908	nm0001908
tt0002711	nm0001908	nm0001908
tt0002712	nm0001908	nm0001908
tt0002713	nm0001908	nm0001908
tt0002714	nm0001908	nm0001908
tt0002715	nm0001908	nm0001908
tt0002716	nm0001908	nm0001908
tt0002717	nm0923603	\N
tt0002718	nm0000428	nm0634515
tt0002719	nm0000428	\N
tt0002720	nm0169871	nm0169871
tt0002721	nm0830249	nm0129300,nm0255822,nm0830249
tt0002722	\N	\N
tt0002723	nm0132324	nm0163933
tt0002724	nm0662442	nm0058849
tt0002725	nm0354845	\N
tt0002726	nm0127511	nm0934979
tt0002727	\N	nm5189048
tt0002728	nm0806565	\N
tt0002729	\N	\N
tt0002730	nm0245385	nm0504490
tt0002731	nm0279404	nm0279404
tt0002732	nm0806565	\N
tt0002733	\N	\N
tt0002734	nm0339765	nm0339765,nm0518840
tt0002735	nm0869665	\N
tt0002736	nm0205986	nm0852469
tt0002737	nm0119138	\N
tt0002738	nm0205653	\N
tt0002739	nm0233626,nm0878069	nm0233626,nm0021283,nm0576830,nm0617737,nm0878069
tt0002740	nm0169871	nm0169871
tt0002741	nm0806565	\N
tt0002742	\N	nm0841608
tt0002743	nm0168503,nm0191133	nm0191133
tt0002744	nm0499883	\N
tt0002745	nm0000428	nm0127511
tt0002746	nm0858501	nm0089342,nm0050369,nm0569261
tt0002747	\N	nm0193240
tt0002748	nm0205986	nm0205986
tt0002749	nm0662442	nm0574737
tt0002750	nm0806565	\N
tt0002751	nm0698839	\N
tt0002752	nm0454535	nm0818080
tt0002753	nm0408433	nm0408433,nm0612348
tt0002754	nm0169871	nm0169871
tt0002755	nm0784407	\N
tt0002756	nm0524306	\N
tt0002757	nm0806565	\N
tt0002758	nm0106218	nm0106218
tt0002759	nm0000428	\N
tt0002760	nm0169871	nm0169871
tt0002761	nm0127511,nm0000428	\N
tt0002762	nm0806565	\N
tt0002763	nm0191133	\N
tt0002764	\N	\N
tt0002765	\N	\N
tt0002766	nm0869665	nm1455759
tt0002767	nm0325448,nm0692105	nm0241416,nm0270007
tt0002768	nm0813603	\N
tt0002769	nm0730170	nm0717468
tt0002770	nm0730170	nm0717468
tt0002771	nm0233626	\N
tt0002772	nm0205653	nm0205653
tt0002773	nm0245385	nm0209331
tt0002774	\N	\N
tt0002775	nm0511143	\N
tt0002776	nm0642722	nm1464377
tt0002777	nm0717468,nm0730170	nm0580648
tt0002778	nm0169871	nm0169871
tt0002779	nm0111753	nm0717482
tt0002780	nm0245385	\N
tt0002781	nm0007221	nm0871879
tt0002782	nm0339765	nm0445856
tt0002783	nm0784407	\N
tt0002784	nm0376529	nm0551375,nm0000636
tt0002785	nm0869665	nm0241416,nm0869665
tt0002786	nm1250355	nm0934979
tt0002787	nm0205986	nm0205986
tt0002788	nm0250480	\N
tt0002789	nm0408436	nm0837989
tt0002790	nm0063413,nm0550220	nm0063413,nm0550220
tt0002791	nm0784407	\N
tt0002792	nm0717468	nm0717468
tt0002793	nm0250480	nm0581683
tt0002794	nm0923603	nm0923603
tt0002795	nm0000428	nm0934979
tt0002796	nm0717281,nm0872868	nm0178126,nm0612348,nm0717281
tt0002797	nm0949648	nm0529368,nm0612348
tt0002798	nm0869665	nm0350514
tt0002799	\N	\N
tt0002800	\N	\N
tt0002801	nm0532622	nm0532622
tt0002802	nm0205986	nm0205986
tt0002803	nm0806565	\N
tt0002804	\N	\N
tt0002805	nm0662442	nm0235168
tt0002806	nm0001908	\N
tt0002807	nm0250480	nm7681913
tt0002808	nm0111753	nm0871879
tt0002809	nm0784407	\N
tt0002810	nm0949648	nm0877550
tt0002811	nm0233626	\N
tt0002812	nm0784407	\N
tt0002813	nm0107543	nm0107543,nm0829044
tt0002814	nm0806565	\N
tt0002815	nm0000428	nm0377289
tt0002816	nm0408436	\N
tt0002817	nm0806565	\N
tt0002818	nm0250480	nm1263553
tt0002819	nm0127511	nm0127511
tt0002820	nm0354790	nm0257385,nm0939904
tt0002821	nm0245385	nm0209331
tt0002822	nm6955979	nm0775976,nm0177597,nm0940689
tt0002823	nm0753233	nm0263912,nm0357966
tt0002824	nm0504353	nm0581682,nm0581683
tt0002825	nm0160280	\N
tt0002826	\N	nm0323256
tt0002827	nm0250480	\N
tt0002828	nm0784407	\N
tt0002829	nm0000428	nm0166909
tt0002830	nm0242139	nm0242139,nm0594291
tt0002831	nm0029253	\N
tt0002832	nm0146957,nm0838052	nm0519303,nm1149906
tt0002833	nm0753233	nm0263912
tt0002834	nm0169871	nm0169871
tt0002835	nm0316794	\N
tt0002836	nm0007221	nm0108049
tt0002837	nm0005717	nm0005717
tt0002838	nm0250480	nm1680332
tt0002839	nm0784407	\N
tt0002840	nm0250480,nm0205986	nm0581683,nm0649162
tt0002841	nm0221142	nm0000636
tt0002842	nm0725893	nm0002271
tt0002843	nm0111753	nm0582539
tt0002844	nm0275421	nm0019855,nm0275421,nm0816232
tt0002845	nm0119138	\N
tt0002846	\N	\N
tt0002847	\N	nm0518840
tt0002848	nm0000428	nm0377080
tt0002849	nm0499883	\N
tt0002850	nm0111753	nm0441601
tt0002851	nm0629589	nm0784407
tt0002852	nm0629589	\N
tt0002853	nm0524306	\N
tt0002854	nm0629589	\N
tt0002855	nm0285643	nm0192062
tt0002856	nm0007221,nm0612348	nm0007221,nm0364046,nm0612348
tt0002857	\N	\N
tt0002858	nm0005717	nm0005717
tt0002859	nm0085133	\N
tt0002860	nm0002177	nm0649162
tt0002861	nm0408433	nm0193617,nm0408433
tt0002862	nm0552228	nm0552228
tt0002863	nm0300487	nm0300487
tt0002864	nm0784407	nm0905937
tt0002865	nm0717468,nm0730170	nm0717468
tt0002866	nm0806565	\N
tt0002867	nm0784407	\N
tt0002868	nm0172293	\N
tt0002869	nm0552228	nm0359975,nm0574737
tt0002870	nm0601190	\N
tt0002871	nm0499883	\N
tt0002872	\N	\N
tt0002873	nm0784407	\N
tt0002874	nm0499883	\N
tt0002875	nm0717468	nm0717281
tt0002876	nm0784407	\N
tt0002877	nm0806565	\N
tt0002878	nm0408433	nm1969695
tt0002879	\N	\N
tt0002880	nm0823088	nm0823088
tt0002881	nm0294276	\N
tt0002882	\N	nm0518844
tt0002883	nm0029253	\N
tt0002884	nm0339765	nm0518840
tt0002885	nm0938041	nm0938041
tt0002886	nm0063413	nm0063413
tt0002887	nm0717468	\N
tt0002888	nm0674398	nm0674398
tt0002889	nm0869665,nm1840863	nm0183801,nm0869665
tt0002890	nm0642722	nm0002503
tt0002891	nm0278062	nm1895858
tt0002892	nm0784407	\N
tt0002893	nm0524306	\N
tt0002894	nm0499883	nm0629243
tt0002895	nm0250480,nm0205986	nm0581683
tt0002896	nm0169871	nm0169871
tt0002897	nm0217615	nm0829044
tt0002898	nm0135052	nm0135052,nm0957652
tt0002899	nm0806565	\N
tt0002900	nm0250480	nm0569466
tt0002901	nm0883920	nm0883920
tt0002902	nm0000428	nm0377289
tt0002903	nm0806565	\N
tt0002904	nm0401967	\N
tt0002905	nm0697944	nm0697944
tt0002906	nm0242139	nm1156622
tt0002907	nm0662442	nm0433165
tt0002908	nm0169871	nm0169871
tt0002909	nm0896542	\N
tt0002910	nm0402489	nm0166693
tt0002911	nm0717468	nm0580648
tt0002912	nm0002061	\N
tt0002913	nm0725893	nm0581683
tt0002914	nm0806565	\N
tt0002915	nm0725893	nm5627279
tt0002916	nm0823150	nm1330620
tt0002917	nm0830249	nm0528064,nm0957652
tt0002918	nm0504353	nm1928274
tt0002919	nm0784407	\N
tt0002920	nm0784407	\N
tt0002921	nm0806565	\N
tt0002922	nm0687575	nm0000636
tt0002923	nm0806565	\N
tt0002924	nm0784407	\N
tt0002925	\N	nm0713895
tt0002926	nm0872868	nm0872868
tt0002927	nm0717468,nm0624714	nm0717468
tt0002928	nm0294276	\N
tt0002929	nm0169871	nm0169871
tt0002930	nm0796657	\N
tt0002931	nm0587929	nm0929996
tt0002932	nm0629589	\N
tt0002933	nm0325670	nm0916665
tt0002934	nm0730170,nm0717468	nm0717468
tt0002935	nm0806565	\N
tt0002936	nm0806565	\N
tt0002937	nm0717468	nm0035865,nm0717281
tt0002938	nm0784407	\N
tt0002939	\N	\N
tt0002940	nm0499883	\N
tt0002941	nm0456645	nm0871879
tt0002942	nm0717468	nm0365381
tt0002943	nm0806565	\N
tt0002944	nm0000428	nm0000428
tt0002945	nm0499883	\N
tt0002946	nm0662442	nm0235168
tt0002947	nm0339765	nm0518840
tt0002948	nm0002177	\N
tt0002949	nm0806565	\N
tt0002950	nm0000428	nm0211528
tt0002951	nm0806565	\N
tt0002952	nm0780884	nm0780884
tt0002953	nm0720862	\N
tt0002954	nm0507150	nm0519303
tt0002955	nm0806565	\N
tt0002956	nm0784407	\N
tt0002958	nm0233626	\N
tt0002959	nm0007221	nm0612348
tt0002960	nm0806565	\N
tt0002961	nm0806565	\N
tt0002962	nm0276165	nm0276165
tt0002963	nm0784407	\N
tt0002964	nm0242139	nm0242139
tt0002965	nm0339765	\N
tt0002966	nm0408433	nm0408433
tt0002967	nm0806565	\N
tt0002968	nm0000428	nm0127511
tt0002969	nm0408433	nm0364046
tt0002970	nm0111753	nm0138823
tt0002971	nm0636076	nm1969293
tt0002972	nm0784407	\N
tt0002973	nm0403439	\N
tt0002974	nm0806565	\N
tt0002975	nm0029253	nm0268559
tt0002976	nm0111753	nm0871879
tt0002977	nm0698839	\N
tt0002978	nm0330280	nm0057316,nm0428219
tt0002979	nm0132324	nm0132324
tt0002980	nm0717468	nm0717468
tt0002981	nm0205986	nm0205986
tt0002982	nm0806565	\N
tt0002983	nm0349785	\N
tt0002984	\N	nm0518840
tt0002985	nm0000428	nm0519720
tt0002986	nm0456804	nm0364392
tt0002987	nm0698839	nm0698839
tt0002988	nm0784407	\N
tt0002989	nm0242139	nm0242139
tt0002990	nm0916665	nm0916665
tt0002991	nm0662442	nm0289722
tt0002992	nm0784407	nm0905937
tt0002993	nm0806565	\N
tt0002994	nm0119138	\N
tt0002995	nm0279404	nm0279404
tt0002996	nm0002031	nm5277488,nm3275842
tt0002997	nm0205653	\N
tt0002998	nm0922304	nm0370271
tt0002999	\N	nm0263912,nm0377915
tt0003000	nm0426310	nm0140562
tt0003001	nm0000428	nm0377289
tt0003002	nm1267460	\N
tt0003003	nm0916904	nm0916904
tt0003004	nm0408436,nm0245385	nm0245385
tt0003005	nm0531691	nm0041858
tt0003006	nm0205986,nm0692105	nm0585128,nm0775976
tt0003007	nm0132324	nm0058849
tt0003008	nm0205653	nm0780061
tt0003009	nm0005717	\N
tt0003010	nm0870831	\N
tt0003011	nm0127511	nm0122668
tt0003012	nm0119138	\N
tt0003013	nm0127511	nm0341185
tt0003014	nm0803705	nm0472236,nm0803705
tt0003015	nm0718121	nm0434688
tt0003016	nm0063612	nm0063612,nm0518777
tt0003017	nm0401967	nm0359823
tt0003018	nm0923603	nm0923603
tt0003019	nm0504353	nm1263399
tt0003020	nm0587929	nm0582539
tt0003021	nm0780884	nm0713895,nm0780884
tt0003022	nm0107543	nm0107543,nm1015268,nm1206019,nm0779797
tt0003024	\N	\N
tt0003025	nm0504353	nm0561960
tt0003026	nm0725893	nm0174105
tt0003027	nm0784407	\N
tt0003028	nm0806565,nm0916665	nm0916665
tt0003029	nm0933406	\N
tt0003030	nm0048478	nm0426522
tt0003031	nm0279404	nm0279404
tt0003032	nm0587929	nm0174105
tt0003033	nm0242139	nm0574737
tt0003034	nm0784407	\N
tt0003035	nm0000428	nm0000428
tt0003036	nm0111753	nm0069237
tt0003037	nm0275421	nm0019855,nm0275421,nm0816232
tt0003038	nm0102643	nm0099105,nm0102643
tt0003039	nm0306723,nm0698839	\N
tt0003040	nm0717468	nm0365381
tt0003041	nm0806565	\N
tt0003042	nm0774256	nm0774256
tt0003043	nm0806565	\N
tt0003044	\N	\N
tt0003045	nm0803705	nm0761245
tt0003046	nm0000428	nm0000428
tt0003047	nm0376396	nm0002616
tt0003048	nm0205986	nm0122364,nm0205986,nm0870201
tt0003049	nm0499883	\N
tt0003050	nm0784407	\N
tt0003051	nm0903249	nm0511317
tt0003052	nm0577654	\N
tt0003053	nm0550220	\N
tt0003054	nm0242139	nm0402239,nm0594291
tt0003055	nm0339765	nm0445856
tt0003056	nm0205986	nm0572698
tt0003057	nm0000428	nm0940488
tt0003058	nm0601190	nm0698344,nm0518840
tt0003059	nm0674600	\N
tt0003060	nm0102643	nm0581683
tt0003061	\N	\N
tt0003062	nm0930198	nm0502181
tt0003063	nm0662442	nm0760103
tt0003064	nm0242139	nm0242139
tt0003065	nm0784407	\N
tt0003066	nm0806565	\N
tt0003067	nm0250480	nm0441601
tt0003068	nm0717468	nm0717468
tt0003069	nm0720631	nm5231656
tt0003070	nm0662442	nm0662442
tt0003071	nm0662442	nm0307038
tt0003072	nm0339765	\N
tt0003073	nm0784407	\N
tt0003074	nm0949648	nm0057381,nm0949648
tt0003075	nm0000428	nm0000428
tt0003076	nm0803705	nm0528064,nm0830249
tt0003077	nm0339765	nm0518840
tt0003078	nm0594291	nm0594291
tt0003079	\N	nm0780884
tt0003080	nm0137407	nm0111531
tt0003081	nm0339765	nm0518840
tt0003082	nm0408433	nm0193617,nm0408433
tt0003083	nm0806565	\N
tt0003084	\N	\N
tt0003085	nm0662442	nm0179820
tt0003086	nm0526226	\N
tt0003087	nm0408433	nm0048478,nm0408433
tt0003088	nm0784407	\N
tt0003089	nm0499883	\N
tt0003090	nm0499883	\N
tt0003091	nm0499883	\N
tt0003092	nm0717468	nm0717468
tt0003093	nm0000428	nm0551376
tt0003094	nm0334918	nm0433165
tt0003095	\N	\N
tt0003096	nm0861002	nm0111531
tt0003097	nm0806565	\N
tt0003098	nm0738109	nm0200776
tt0003099	nm0806565	\N
tt0003100	nm0233626	\N
tt0003101	nm0803705	nm0427113,nm0536368
tt0003102	nm0143333	nm0094343,nm0598293
tt0003103	nm0784407	\N
tt0003104	nm0784407	\N
tt0003105	nm0784407	\N
tt0003106	nm0784407	\N
tt0003107	nm0635667	\N
tt0003108	nm0099754	nm0000636
tt0003109	nm0242139	nm1154913,nm0242139
tt0003110	nm0869665	\N
tt0003111	nm0000428	nm0369839
tt0003112	nm0001908	nm0001908
tt0003113	nm0005717	nm0005717
tt0003114	nm0784407	\N
tt0003115	nm0205653	\N
tt0003116	\N	\N
tt0003117	nm0245385	nm0209331
tt0003118	nm0930198	nm0156318
tt0003119	nm0830249	nm0830249
tt0003120	nm0662442	nm0662442
tt0003121	nm0662442	nm0179820
tt0003122	nm0002061	nm0002061
tt0003123	nm0401967	nm0870677
tt0003124	nm0087250	nm0087250,nm0616346
tt0003125	nm0426310	nm2243658
tt0003126	nm0242139	nm0242139,nm0292503
tt0003127	nm0250480	nm0205986,nm0771646
tt0003128	nm0806565	\N
tt0003129	nm0169871	nm0169871
tt0003130	nm0279404	nm0279404
tt0003131	nm0532622	nm0532622
tt0003132	nm0511729	nm0511729
tt0003133	nm0532622	\N
tt0003134	nm0245385	nm0245385
tt0003135	nm0245385	nm0717468
tt0003136	nm0102643	nm0102643,nm0172741
tt0003137	nm0279404	nm0279404
tt0003138	nm0279404	nm0279404
tt0003139	\N	\N
tt0003140	\N	\N
tt0003141	nm0029525	nm0078442
tt0003142	\N	nm0000636
tt0003143	\N	\N
tt0003144	nm0193240	\N
tt0003145	nm0193240	\N
tt0003146	nm0193240	\N
tt0003147	nm0193240	\N
tt0003148	nm0169871	nm0169871
tt0003149	nm0102643	nm0095809
tt0003150	nm0803705	nm0255822,nm0433671,nm0957652
tt0003151	nm0642722	nm0940488
tt0003152	nm0000428	nm0009926
tt0003153	nm0806565	\N
tt0003154	nm0518840	nm0518840
tt0003155	nm0577654	\N
tt0003156	nm0000428	nm0002616
tt0003157	nm0784407	\N
tt0003158	nm0000428	nm0127511
tt0003159	nm0135052	nm0135053,nm0401076
tt0003160	nm0087250	nm0616346,nm0701911
tt0003161	nm0717468	\N
tt0003162	nm0830249	nm0830249
tt0003163	nm0376396	nm0377289
tt0003164	nm0029253	nm2143234
tt0003165	nm0275421	nm0019855,nm0275421,nm0816232
tt0003166	nm0169871	nm0169871
tt0003167	nm0000428	nm0000428,nm0014872
tt0003168	nm0499883	\N
tt0003169	\N	nm0841608
tt0003170	nm0000428	\N
tt0003171	nm0551361	nm0653536,nm0518840
tt0003172	nm0408433	nm0047889
tt0003173	nm0102643	nm0581683
tt0003174	nm0806565	\N
tt0003175	nm0806565	\N
tt0003176	nm0594291	nm0292503
tt0003177	nm0784407	\N
tt0003178	nm0499883	\N
tt0003179	nm0279404	nm0279404
tt0003180	nm0279404	nm0279404
tt0003181	nm0279404	nm0279404
tt0003182	nm0279404	nm0279404
tt0003183	nm0279404	nm0279404
tt0003184	nm0279404	nm0279404
tt0003185	nm0279404	nm0279404
tt0003186	nm0279404	nm0279404
tt0003187	nm0279404	nm0279404
tt0003188	nm0279404	nm0279404
tt0003189	nm0279404	nm0279404
tt0003190	nm0279404	nm0279404
tt0003191	nm0279404	nm0279404
tt0003192	nm0279404	nm0279404
tt0003193	nm0279404	nm0279404
tt0003194	nm0279404	nm0279404
tt0003195	nm0279404	nm0279404
tt0003196	nm0279404	nm0279404
tt0003197	nm0279404	nm0279404
tt0003198	nm0279404	nm0279404
tt0003199	nm0279404	nm0279404
tt0003200	nm0279404	nm0279404
tt0003201	nm0279404	nm0279404
tt0003202	nm0504353	nm2283407
tt0003203	\N	nm0920132
tt0003204	nm0097648	nm0580648
tt0003205	nm0043881	\N
tt0003206	\N	\N
tt0003207	nm0000428	nm0148754
tt0003208	nm0159654	nm0159654
tt0003209	nm0784407	\N
tt0003210	nm0806565	\N
tt0003211	nm0806565	\N
tt0003212	nm0806565	\N
tt0003213	nm0000859	nm0425191
tt0003214	nm0823088	nm0324690,nm0823088
tt0003215	nm0784407	\N
tt0003216	nm0132324	nm1157815
tt0003217	nm1250355	nm0920193
tt0003218	\N	\N
tt0003219	nm0830249	nm0129300,nm0830249
tt0003220	nm0111753	nm0871879
tt0003221	nm0111753	nm0871879
tt0003222	nm0111753	nm0871879
tt0003223	nm0001908	nm0001908
tt0003224	nm0806565	\N
tt0003225	nm0806565	\N
tt0003226	nm0000428	nm0002771
tt0003227	nm0830249	nm2421815,nm0830249,nm0902446
tt0003228	nm0642722	nm0934979
tt0003229	nm0132324	nm0132324
tt0003230	nm0176699	\N
tt0003231	nm0809969	nm0809969
tt0003232	nm0809969	nm0809969
tt0003233	nm0809969	nm0809969
tt0003234	\N	nm0581683
tt0003235	nm0111753	nm0871879
tt0003236	nm0902426	nm0902426
tt0003237	nm0029525	nm0364046
tt0003238	nm0784407	\N
tt0003239	nm0577654	nm0428734
tt0003240	\N	\N
tt0003241	nm0532349	nm0794109
tt0003242	nm0585495	nm0107816
tt0003243	nm0294276	\N
tt0003244	nm0780884	nm0697944
tt0003245	nm0111753	nm0842357
tt0003246	nm0806565	\N
tt0003247	nm0499883	\N
tt0003248	nm0806565	\N
tt0003249	nm0396207	nm0341185
tt0003250	nm0321652	nm0321652
tt0003251	nm0376396	nm0002616
tt0003252	nm0806565	\N
tt0003253	nm0499883	\N
tt0003254	nm0247107	nm0633215
tt0003255	nm0806565	\N
tt0003256	nm0806565	\N
tt0003257	nm0806565	\N
tt0003258	nm0806565	\N
tt0003259	\N	\N
tt0003260	nm0806565	\N
