tconst	averageRating	numVotes
tt0019009	5.8	13
tt0019010	6.1	10
tt0019013	5.9	11
tt0019014	4.0	21
tt0019018	7.0	5
tt0019019	5.7	6
tt0019022	6.4	8
tt0019023	5.6	7
tt0019026	6.6	23
tt0019032	7.0	5
tt0019033	5.9	45
tt0019034	6.8	6
tt0019035	7.0	84
tt0019043	7.1	306
tt0019045	6.5	17
tt0019049	7.1	9
tt0019050	7.1	32
tt0019051	6.6	18
tt0019053	5.8	9
tt0019056	7.3	9
tt0019057	6.5	28
tt0019060	7.3	39
tt0019061	6.7	50
tt0019062	7.6	22
tt0019064	7.2	26
tt0019067	6.9	402
tt0019070	6.8	13
tt0019071	8.0	3289
tt0019072	7.4	8
tt0019074	7.6	1684
tt0019077	2.2	86
tt0019079	6.8	870
tt0019080	6.3	35
tt0019083	5.7	6
tt0019084	5.3	11
tt0019085	6.7	23
tt0019096	5.7	735
tt0019098	6.1	636
tt0019101	5.5	8
tt0019102	7.1	9
tt0019103	7.3	9
tt0019109	7.8	1984
tt0019110	7.2	19
tt0019117	5.7	39
tt0019125	6.0	30
tt0019127	6.8	174
tt0019130	7.7	5738
tt0019131	6.5	15
tt0019132	5.1	14
tt0019136	7.1	19
tt0019137	6.8	5
tt0019141	6.7	7
tt0019144	6.5	13
tt0019146	7.0	9
tt0019150	7.6	27
tt0019151	6.8	511
tt0019152	6.8	344
tt0019154	6.6	14
tt0019155	6.7	20
tt0019159	6.8	39
tt0019163	6.1	22
tt0019165	5.8	13
tt0019172	7.4	11
tt0019175	7.4	24
tt0019179	5.3	10
tt0019182	5.4	117
tt0019183	5.8	69
tt0019184	8.4	7
tt0019186	6.5	176
tt0019193	7.5	12
tt0019194	6.6	19
tt0019195	7.2	1154
tt0019198	6.8	8
tt0019200	4.1	61
tt0019203	3.0	15
tt0019205	5.8	12
tt0019209	5.9	17
tt0019211	5.9	49
tt0019217	7.1	44
tt0019219	6.1	14
tt0019220	5.5	25
tt0019221	6.5	20
tt0019225	6.9	257
tt0019226	7.1	18
tt0019227	6.4	217
tt0019228	7.5	8
tt0019229	6.4	14
tt0019231	6.1	9
tt0019233	6.3	7
tt0019236	6.9	7
tt0019237	6.7	1504
tt0019241	5.6	152
tt0019242	7.1	18
tt0019245	6.9	15
tt0019248	6.5	25
tt0019249	6.4	13
tt0019250	6.3	36
tt0019252	2.3	27
tt0019253	6.7	282
tt0019254	8.1	45957
tt0019258	7.5	2332
tt0019260	7.1	12
tt0019264	5.5	8
tt0019265	7.0	11
tt0019267	7.2	1119
tt0019269	6.9	7
tt0019270	5.2	16
tt0019278	7.1	1769
tt0019282	5.8	10
tt0019283	5.4	61
tt0019286	7.1	1815
tt0019288	6.4	25
tt0019290	6.4	229
tt0019296	7.4	10
tt0019298	7.3	12
tt0019304	6.7	1102
tt0019305	7.2	67
tt0019307	5.9	10
tt0019308	6.9	10
tt0019309	5.5	10
tt0019312	6.8	102
tt0019313	6.5	45
tt0019317	5.5	12
tt0019318	7.1	10
tt0019321	7.4	7
tt0019325	6.0	169
tt0019328	5.8	168
tt0019332	7.0	36
tt0019335	3.6	124
tt0019337	5.8	126
tt0019338	6.2	31
tt0019339	7.3	20
tt0019344	7.2	2521
tt0019345	4.8	24
tt0019348	6.0	23
tt0019354	7.2	5
tt0019355	5.2	56
tt0019356	6.2	11
tt0019358	7.0	7
tt0019361	6.7	27
tt0019367	5.3	273
tt0019369	6.4	19
tt0019370	6.6	19
tt0019372	6.2	49
tt0019374	7.0	231
tt0019375	6.9	38
tt0019376	6.8	641
tt0019377	6.1	23
tt0019378	6.5	27
tt0019379	7.6	3458
tt0019380	6.9	14
tt0019381	7.2	48
tt0019385	6.4	31
tt0019388	6.2	206
tt0019391	7.1	15
tt0019395	5.1	7
tt0019397	5.8	172
tt0019398	6.1	69
tt0019399	6.1	19
tt0019400	6.2	976
tt0019401	5.5	85
tt0019403	7.7	588
tt0019404	5.2	17
tt0019411	6.0	9
tt0019412	7.7	3183
tt0019414	7.3	31
tt0019415	7.6	3071
tt0019419	6.7	29
tt0019421	7.9	12842
tt0019422	7.6	7392
tt0019429	7.4	2094
tt0019431	7.4	16
tt0019434	6.1	240
tt0019436	6.0	10
tt0019437	5.8	61
tt0019438	3.8	5
tt0019439	6.7	7
tt0019441	6.6	33
tt0019445	5.6	149
tt0019447	6.2	29
tt0019450	6.6	5
tt0019451	6.8	350
tt0019453	5.4	49
tt0019456	7.5	30
tt0019459	6.7	10
tt0019462	6.0	228
tt0019463	7.2	12
tt0019465	6.8	655
tt0019466	7.0	358
tt0019469	6.2	45
tt0019471	5.7	23
tt0019472	2.8	13
tt0019473	5.9	12
tt0019474	4.0	26
tt0019476	6.7	10
tt0019478	7.1	17
tt0019480	6.5	213
tt0019481	6.7	7
tt0019485	6.0	20
tt0019486	6.5	51
tt0019489	6.9	359
tt0019491	7.3	55
tt0019492	6.4	5
tt0019496	3.2	18
tt0019497	5.8	5
tt0019498	6.5	226
tt0019501	7.0	14
tt0019504	7.3	1262
tt0019505	1.7	11
tt0019507	7.6	17
tt0019509	7.3	417
tt0019511	7.0	34
tt0019514	7.2	76
tt0019515	7.3	9
tt0019516	5.1	18
tt0019521	7.0	10
tt0019525	9.0	5
tt0019526	7.2	6
tt0019527	5.9	10
tt0019532	6.6	347
tt0019538	6.6	27
tt0019540	2.9	11
tt0019543	6.3	33
tt0019544	6.9	48
tt0019545	7.4	5
tt0019546	6.7	12
tt0019547	6.0	20
tt0019548	7.4	8
tt0019549	5.8	5
tt0019552	6.8	25
tt0019553	6.5	131
tt0019554	6.3	77
tt0019556	7.0	849
tt0019557	6.1	376
tt0019558	7.5	1509
tt0019562	5.2	10
tt0019563	7.2	1585
tt0019567	7.1	18
tt0019571	6.3	152
tt0019572	5.8	35
tt0019574	6.9	757
tt0019575	5.6	17
tt0019582	5.1	10
tt0019585	8.1	5988
tt0019587	6.4	10
tt0019589	7.3	84
tt0019591	7.2	1356
tt0019594	6.6	5
tt0019596	5.5	37
tt0019598	5.8	14
tt0019599	6.2	12
tt0019600	6.7	68
tt0019601	6.1	9
tt0019603	7.4	16
tt0019607	6.7	981
tt0019608	5.8	9
tt0019609	6.9	117
tt0019610	7.5	14
tt0019611	7.1	823
tt0019612	7.6	9
tt0019616	6.9	368
tt0019617	6.0	7
tt0019620	5.6	9
tt0019622	5.3	7
tt0019623	6.9	15
tt0019624	7.2	20
tt0019625	6.0	18
tt0019629	7.0	188
tt0019630	5.8	664
tt0019634	6.2	8
tt0019639	3.6	14
tt0019640	7.0	739
tt0019644	7.0	1267
tt0019646	7.6	854
tt0019649	7.3	1809
tt0019651	5.9	54
tt0019655	7.4	1330
tt0019657	6.4	32
tt0019658	5.5	189
tt0019664	6.8	9
tt0019666	7.1	9
tt0019668	4.3	7
tt0019670	7.1	608
tt0019674	4.1	26
tt0019676	6.7	6
tt0019677	6.2	348
tt0019679	6.3	23
tt0019680	6.0	21
tt0019682	6.5	51
tt0019683	5.1	9
tt0019684	4.9	386
tt0019685	5.3	15
tt0019686	7.1	1145
tt0019687	5.7	20
tt0019688	7.7	2749
tt0019690	5.4	204
tt0019692	8.3	9
tt0019693	7.1	16
tt0019696	6.8	9
tt0019699	5.7	260
tt0019701	6.4	404
tt0019702	7.0	9429
tt0019704	6.5	81
tt0019706	6.2	24
tt0019708	6.9	28
tt0019709	5.3	9
tt0019711	6.2	24
tt0019714	5.6	421
tt0019715	7.1	169
tt0019716	7.0	152
tt0019717	7.0	8
tt0019722	7.0	49
tt0019723	7.2	150
tt0019724	7.1	15
tt0019725	6.2	341
tt0019726	6.4	120
tt0019729	5.7	6341
tt0019730	5.3	7
tt0019732	6.6	7
tt0019734	6.6	42
tt0019735	6.4	842
tt0019743	5.1	8
tt0019745	6.0	543
tt0019746	6.7	169
tt0019752	5.6	38
tt0019754	6.5	24
tt0019757	7.3	23
tt0019758	6.2	59
tt0019760	8.4	21911
tt0019765	6.2	75
tt0019766	7.1	35
tt0019767	5.7	6
tt0019774	7.0	21
tt0019775	4.9	7
tt0019776	5.8	54
tt0019777	7.0	6907
tt0019778	4.6	10
tt0019779	6.1	7
tt0019781	5.1	8
tt0019785	6.4	333
tt0019787	6.7	6
tt0019788	5.8	1984
tt0019791	8.0	8
tt0019796	6.4	393
tt0019797	5.1	85
tt0019798	6.5	262
tt0019800	5.9	110
tt0019801	5.1	29
tt0019802	6.5	95
tt0019803	6.8	6
tt0019804	5.9	8
tt0019805	5.2	14
tt0019806	6.8	24
tt0019810	5.6	48
tt0019811	6.5	1076
tt0019813	6.7	78
tt0019815	6.1	104
tt0019817	7.1	7
tt0019823	6.2	1036
tt0019824	6.2	654
tt0019825	6.1	7
tt0019830	7.6	5
tt0019831	6.1	78
tt0019832	7.1	997
tt0019833	6.4	32
tt0019834	6.5	11
tt0019837	6.3	12
tt0019838	6.5	322
tt0019839	3.0	117
tt0019840	6.8	12
tt0019841	5.6	7
tt0019842	6.6	28
tt0019843	7.0	382
tt0019849	6.8	47
tt0019850	7.2	481
tt0019852	6.8	445
tt0019856	6.6	132
tt0019859	6.8	15
tt0019864	6.8	9
tt0019871	6.7	10
tt0019872	5.7	33
tt0019873	2.7	12
tt0019879	1.5	10
tt0019881	6.0	152
tt0019883	5.0	8
tt0019884	5.9	256
tt0019886	6.6	233
tt0019887	5.3	43
tt0019888	3.2	12
tt0019889	6.0	106
tt0019892	7.3	9
tt0019895	5.2	60
tt0019896	7.1	9
tt0019897	5.5	12
tt0019900	6.1	38
tt0019901	7.3	2908
tt0019907	5.6	15
tt0019908	6.9	8
tt0019909	6.9	132
tt0019913	7.6	5
tt0019917	5.1	44
tt0019918	6.5	31
tt0019920	7.0	64
tt0019923	5.7	9
tt0019924	6.3	9
tt0019927	7.8	6
tt0019928	6.0	34
tt0019929	5.2	115
tt0019930	5.8	31
tt0019931	7.2	39
tt0019932	5.1	44
tt0019933	5.8	622
tt0019935	7.2	687
tt0019936	6.7	143
tt0019938	6.9	20
tt0019939	6.4	103
tt0019943	6.6	31
tt0019945	5.2	117
tt0019946	6.1	694
tt0019947	7.8	6
tt0019949	6.6	289
tt0019952	6.9	27
tt0019954	5.8	12
tt0019957	5.8	112
tt0019958	6.8	38
tt0019959	6.8	1525
tt0019964	5.2	6
tt0019965	5.4	27
tt0019967	6.1	14
tt0019968	7.1	984
tt0019971	6.7	15
tt0019972	5.5	45
tt0019975	6.9	552
tt0019976	7.2	522
tt0019979	5.1	118
tt0019982	5.6	12
tt0019983	5.3	290
tt0019986	7.2	10
tt0019987	5.8	24
tt0019988	8.4	47
tt0019990	6.8	28
tt0019992	5.8	134
tt0019993	5.9	1828
tt0019996	6.3	52
tt0019997	6.8	8
tt0019999	7.2	991
tt0020001	5.8	6
tt0020004	6.6	312
tt0020005	4.3	19
tt0020006	7.2	6
tt0020007	6.8	84
tt0020008	7.0	8
tt0020009	6.0	12
tt0020010	4.9	8
tt0020011	6.1	112
tt0020014	5.9	118
tt0020015	7.3	7
tt0020016	7.2	19
tt0020018	5.5	899
tt0020025	7.0	178
tt0020026	7.2	26
tt0020030	7.0	1140
tt0020034	6.1	269
tt0020040	8.0	5
tt0020041	5.6	340
tt0020042	6.1	97
tt0020044	7.3	90
tt0020049	5.9	302
tt0020052	6.4	28
tt0020053	6.4	691
tt0020054	6.7	6
tt0020056	5.8	27
tt0020057	5.8	6
tt0020059	5.7	35
tt0020062	6.9	940
tt0020063	4.0	8
tt0020068	5.5	11
tt0020070	6.6	10
tt0020072	6.7	70
tt0020073	6.4	18
tt0020074	6.9	76
tt0020075	7.3	214
tt0020078	6.7	318
tt0020079	6.3	16
tt0020080	6.7	443
tt0020081	6.1	383
tt0020082	6.9	36
tt0020083	5.2	8
tt0020086	6.7	117
tt0020087	6.9	7
tt0020088	6.2	71
tt0020090	6.0	5
tt0020092	6.7	622
tt0020094	7.6	1526
tt0020099	6.8	100
tt0020101	6.6	7
tt0020103	6.0	431
tt0020105	6.7	10
tt0020107	6.8	8
tt0020108	5.9	14
tt0020109	5.7	99
tt0020112	7.1	1928
tt0020113	6.3	6
tt0020114	6.5	171
tt0020116	5.8	11
tt0020117	5.8	6
tt0020121	7.5	73
tt0020122	7.8	1149
tt0020124	7.0	37
tt0020126	6.0	432
tt0020128	5.2	44
tt0020134	6.9	44
tt0020135	5.8	40
tt0020136	7.3	21
tt0020138	7.0	13
tt0020140	7.2	26
tt0020142	6.2	2560
tt0020143	6.2	1148
tt0020144	5.6	385
tt0020146	6.2	61
tt0020152	6.5	92
tt0020158	6.9	187
tt0020159	7.4	14
tt0020161	7.3	1066
tt0020163	7.4	2664
tt0020164	5.4	288
tt0020165	7.2	71
tt0020166	5.7	151
tt0020167	6.2	424
tt0020168	5.7	415
tt0020171	5.3	6
tt0020175	6.3	18
tt0020177	6.4	56
tt0020179	6.8	94
tt0020180	7.1	16
tt0020182	7.0	111
tt0020187	4.9	7
tt0020189	4.5	34
tt0020190	6.9	9
tt0020193	7.3	247
tt0020197	6.7	189
tt0020198	6.1	564
tt0020202	6.6	13
tt0020203	6.5	13
tt0020205	6.4	29
tt0020206	4.6	12
tt0020209	7.7	19
tt0020210	5.2	528
tt0020211	6.0	20
tt0020213	5.6	9
tt0020214	3.4	10
tt0020217	5.7	170
tt0020218	5.9	66
tt0020219	5.2	76
tt0020220	6.6	10
tt0020221	8.2	6
tt0020223	6.5	656
tt0020227	6.4	58
tt0020228	6.8	144
tt0020230	7.3	728
tt0020232	7.3	338
tt0020234	5.5	42
tt0020237	4.5	48
tt0020238	5.8	260
tt0020239	6.4	19
tt0020241	5.0	8
tt0020246	6.3	389
tt0020247	6.0	603
tt0020248	5.2	29
tt0020253	6.9	315
tt0020255	6.1	41
tt0020256	6.9	10
tt0020258	6.6	92
tt0020263	7.1	38
tt0020264	7.2	1364
tt0020267	5.4	96
tt0020269	7.1	1356
tt0020272	4.1	10
tt0020276	5.8	330
tt0020278	6.6	96
tt0020281	5.4	18
tt0020285	4.0	17
tt0020286	6.5	715
tt0020288	6.0	10
tt0020291	6.4	8
tt0020293	6.7	182
tt0020297	7.0	6
tt0020298	7.2	3052
tt0020305	5.5	353
tt0020306	6.1	11
tt0020307	6.9	99
tt0020308	5.8	6
tt0020312	6.2	6
tt0020315	6.0	5
tt0020320	6.8	158
tt0020321	7.2	1526
tt0020323	7.0	18
tt0020324	4.9	27
tt0020325	6.8	25
tt0020329	5.6	11
tt0020332	6.1	691
tt0020334	5.0	21
tt0020335	7.2	523
tt0020336	6.0	205
tt0020337	7.0	9
tt0020341	7.2	45
tt0020342	6.7	45
tt0020344	6.9	102
tt0020345	7.2	5
tt0020349	5.1	27
tt0020350	7.7	6
tt0020352	6.7	7
tt0020353	6.5	97
tt0020354	7.4	18
tt0020356	5.7	20
tt0020357	7.2	22
tt0020358	6.1	305
tt0020359	5.6	157
tt0020364	6.0	192
tt0020366	5.5	77
tt0020370	7.1	10
tt0020371	6.5	93
tt0020379	5.0	8
tt0020380	4.7	9
tt0020387	7.4	25
tt0020388	6.1	268
tt0020389	6.9	87
tt0020392	6.3	118
tt0020395	4.1	7
tt0020396	7.1	55
tt0020399	5.0	28
tt0020400	6.8	18
tt0020402	6.1	245
tt0020403	5.8	367
tt0020404	5.7	74
tt0020405	6.9	184
tt0020406	8.2	5
tt0020408	5.6	10
tt0020409	7.3	28
tt0020410	6.7	490
tt0020413	3.9	12
tt0020414	7.7	4106
tt0020415	7.2	10
tt0020419	6.3	115
tt0020421	3.5	17
tt0020423	7.1	12
tt0020424	7.0	17
tt0020425	5.5	201
tt0020426	4.3	6
tt0020427	7.0	88
tt0020430	4.4	14
tt0020431	5.0	138
tt0020432	6.4	87
tt0020434	5.7	10
tt0020436	5.5	22
tt0020437	6.6	5
tt0020438	5.3	35
tt0020439	6.1	602
tt0020442	7.0	1820
tt0020443	5.8	6
tt0020444	6.8	45
tt0020445	6.4	390
tt0020446	4.9	329
tt0020447	6.5	317
tt0020448	7.0	5
tt0020449	2.8	12
tt0020450	7.2	29
tt0020451	7.3	1297
tt0020452	7.4	7
tt0020456	6.9	29
tt0020458	6.1	337
tt0020459	4.7	34
tt0020460	8.0	6
tt0020461	5.7	116
tt0020462	7.1	12
tt0020465	4.9	10
tt0020466	6.5	358
tt0020469	6.7	62
tt0020470	7.3	54
tt0020471	7.3	36
tt0020475	7.9	4005
tt0020476	4.6	29
tt0020479	6.3	513
tt0020480	5.6	135
tt0020481	6.0	92
tt0020483	5.3	12
tt0020484	5.5	320
tt0020485	6.8	30
tt0020487	7.0	632
tt0020488	5.9	559
tt0020489	7.3	917
tt0020490	5.8	143
tt0020492	5.9	525
tt0020494	6.7	10
tt0020496	6.4	8
tt0020497	6.1	48
tt0020498	7.2	15
tt0020499	6.6	504
tt0020500	5.5	33
tt0020502	6.4	170
tt0020503	7.2	9
tt0020508	9.1	7
tt0020509	6.2	470
tt0020510	6.6	262
tt0020513	6.9	45
tt0020514	6.6	1232
tt0020515	6.0	6
tt0020516	6.1	105
tt0020519	5.0	7
tt0020523	7.1	336
tt0020526	6.2	13
tt0020530	7.7	45204
tt0020531	7.1	1029
tt0020532	6.4	11
tt0020534	5.8	198
tt0020535	7.2	8
tt0020538	5.1	476
tt0020539	5.3	10
tt0020541	6.8	5
tt0020542	5.3	198
tt0020543	6.0	316
tt0020546	7.2	9
tt0020547	6.9	112
tt0020549	5.0	43
tt0020550	3.9	15
tt0020552	6.8	9
tt0020556	6.8	662
tt0020560	5.8	62
tt0020563	6.4	480
tt0020564	6.3	13
tt0020566	6.1	239
tt0020567	7.3	10
tt0020568	7.2	13
tt0020570	7.2	885
tt0020572	6.0	670
tt0020577	6.7	10
tt0020580	5.9	355
tt0020581	6.6	487
tt0020584	6.8	10
tt0020585	7.2	361
tt0020586	5.9	10
tt0020589	6.6	579
tt0020590	6.4	409
tt0020591	5.9	368
tt0020594	6.9	288
tt0020595	6.9	50
tt0020596	6.5	32
tt0020599	5.7	36
tt0020602	6.6	88
tt0020603	5.9	49
tt0020604	5.4	56
tt0020607	7.1	821
tt0020608	7.2	217
tt0020613	6.3	264
tt0020616	6.4	16
tt0020617	8.3	7
tt0020619	6.6	19
tt0020620	5.7	1310
tt0020621	7.0	93
tt0020626	2.8	8
tt0020627	5.9	7
tt0020628	6.2	81
tt0020629	8.0	56433
tt0020630	6.4	35
tt0020634	5.5	11
tt0020635	6.1	65
tt0020638	5.1	16
tt0020640	7.5	13362
tt0020641	6.6	2762
tt0020642	6.9	774
tt0020643	7.4	2002
tt0020645	6.9	92
tt0020646	4.3	66
tt0020647	5.6	254
tt0020648	6.7	7
tt0020649	5.9	47
tt0020652	5.4	34
tt0020654	7.2	44
tt0020655	6.3	19
tt0020656	7.2	383
tt0020658	6.1	275
tt0020660	6.7	17
tt0020661	5.1	106
tt0020662	6.0	18
tt0020663	6.7	21
tt0020666	6.4	181
tt0020667	5.9	333
tt0020668	6.4	829
tt0020670	5.8	162
tt0020671	6.4	234
tt0020672	4.9	40
tt0020673	5.4	175
tt0020676	5.8	5
tt0020677	5.8	100
tt0020678	7.3	1471
tt0020679	6.2	282
tt0020680	5.5	11
tt0020681	6.8	13
tt0020682	6.2	17
tt0020683	6.2	91
tt0020684	4.3	9
tt0020686	7.1	1852
tt0020687	5.5	33
tt0020688	5.3	7
tt0020689	6.2	11
tt0020690	5.9	213
tt0020691	7.2	3316
tt0020692	5.8	25
tt0020693	6.1	348
tt0020694	5.3	50
tt0020695	6.1	602
tt0020697	7.7	13332
tt0020698	7.5	1420
tt0020699	5.2	247
tt0020700	6.9	14
tt0020701	6.2	411
tt0020702	5.4	324
tt0020703	5.5	93
tt0020705	5.4	149
tt0020707	6.9	14
tt0020708	7.5	1711
tt0020709	6.0	23
tt0020712	5.5	19
tt0020713	5.6	242
tt0020714	5.8	75
tt0020715	6.0	50
tt0020717	4.9	198
tt0020718	5.4	13
tt0020719	7.0	22
tt0020720	6.4	366
tt0020723	5.7	11
tt0020724	5.5	123
tt0020725	6.4	10
tt0020727	6.5	59
tt0020728	5.4	11
tt0020732	6.5	13
tt0020735	5.5	247
tt0020736	5.1	14
tt0020738	6.3	20
tt0020739	5.8	80
tt0020740	4.7	122
tt0020741	7.3	21
tt0020743	6.8	13
tt0020744	6.9	27
tt0020746	5.7	42
tt0020748	6.6	53
tt0020751	5.8	25
tt0020752	6.3	475
tt0020754	6.2	112
tt0020755	5.3	15
tt0020757	7.3	54
tt0020758	5.7	339
tt0020759	6.0	54
tt0020762	7.2	24
tt0020763	5.7	117
tt0020767	5.4	60
tt0020768	7.8	2847
tt0020769	6.5	15
tt0020770	5.0	26
tt0020771	5.9	8
tt0020773	6.5	13
tt0020774	4.3	21
tt0020775	6.6	5
tt0020776	4.4	8
tt0020780	5.4	51
tt0020781	6.7	35
tt0020784	5.7	323
tt0020785	5.4	104
tt0020789	5.5	39
tt0020790	5.7	6
tt0020792	6.7	14
tt0020793	7.6	990
tt0020796	5.3	174
tt0020798	6.6	117
tt0020799	6.1	210
tt0020800	6.7	18
tt0020801	6.7	12
tt0020803	5.9	16
tt0020804	5.4	7
tt0020805	5.7	68
tt0020806	6.2	465
tt0020809	4.8	39
tt0020810	5.6	71
tt0020811	7.0	9
tt0020813	3.6	10
tt0020814	7.0	189
tt0020815	7.2	1602
tt0020816	6.1	20
tt0020818	6.5	13
tt0020819	6.5	41
tt0020821	6.5	527
tt0020822	6.9	61
tt0020823	6.0	146
tt0020824	7.1	14
tt0020826	5.4	9
tt0020827	6.7	2720
tt0020828	5.3	325
tt0020829	6.2	257
tt0020831	5.5	46
tt0020834	6.5	109
tt0020835	6.3	6
tt0020836	6.5	948
tt0020838	5.8	394
tt0020840	3.8	6
tt0020841	6.1	8
tt0020842	6.6	734
tt0020843	6.4	44
tt0020844	5.8	43
tt0020848	4.7	9
tt0020850	6.5	31
tt0020852	5.3	341
tt0020856	6.2	9
tt0020857	5.9	17
tt0020859	6.1	64
tt0020860	6.1	16
tt0020861	7.0	21
tt0020866	5.9	102
tt0020867	5.2	33
tt0020869	5.2	151
tt0020872	7.5	23
tt0020873	6.2	133
tt0020875	6.9	441
tt0020876	6.7	948
tt0020880	5.6	201
tt0020881	6.7	25
tt0020882	5.7	22
tt0020883	6.0	36
tt0020884	6.0	23
tt0020885	6.9	427
tt0020887	7.4	123
tt0020888	5.9	89
tt0020890	6.5	159
tt0020891	6.1	1249
tt0020893	7.1	31
tt0020894	6.5	200
tt0020895	5.6	84
tt0020896	6.5	328
tt0020899	6.1	41
tt0020900	6.1	193
tt0020902	5.6	817
tt0020905	3.9	11
tt0020906	6.0	248
tt0020907	4.2	81
tt0020911	5.7	59
tt0020912	5.1	25
tt0020914	5.9	8
tt0020915	7.2	43
tt0020917	6.1	7
tt0020918	6.7	38
tt0020919	5.3	805
tt0020920	6.6	25
tt0020921	5.9	17
tt0020922	5.7	58
tt0020924	6.0	157
tt0020925	6.8	13
tt0020926	4.4	122
tt0020927	6.3	1010
tt0020929	5.6	324
tt0020932	6.6	401
tt0020933	7.1	28
tt0020935	5.7	12
tt0020936	7.1	19
tt0020937	4.8	8
tt0020938	5.4	347
tt0020941	7.1	11
tt0020942	5.0	83
tt0020944	6.6	31
tt0020945	6.1	303
tt0020946	4.0	7
tt0020949	5.5	121
tt0020950	6.2	414
tt0020952	6.2	52
tt0020953	4.8	50
tt0020954	5.4	51
tt0020955	6.9	11
tt0020956	5.8	37
tt0020958	5.8	5
tt0020959	5.5	146
tt0020960	7.4	4759
tt0020963	7.0	16
tt0020965	5.3	36
tt0020966	6.5	230
tt0020968	7.4	34
tt0020969	7.2	30
tt0020971	4.3	9
tt0020972	6.5	73
tt0020973	7.3	16
tt0020977	7.1	12
tt0020979	7.6	1643
tt0020980	6.4	482
tt0020982	7.2	24
tt0020983	5.4	196
tt0020984	6.9	16
tt0020985	6.4	353
tt0020986	6.0	50
tt0020987	6.1	299
tt0020988	5.0	30
tt0020989	5.8	23
tt0020991	6.9	11
tt0020992	7.0	21
tt0020994	7.1	29
tt0020997	5.2	64
tt0020999	5.7	34
tt0021001	5.4	113
tt0021002	6.6	28
tt0021003	6.5	15
tt0021004	7.4	180
tt0021007	4.5	13
tt0021008	8.2	11
tt0021009	6.9	9
tt0021010	7.8	5
tt0021011	5.6	11
tt0021013	6.7	230
tt0021015	4.8	2020
tt0021016	5.4	631
tt0021017	5.5	50
tt0021018	5.4	292
tt0021019	6.4	19
tt0021021	5.3	12
tt0021023	5.7	38
tt0021024	6.8	29
tt0021025	6.7	1041
tt0021026	4.7	22
tt0021027	5.2	58
tt0021029	5.7	54
tt0021033	6.9	34
tt0021034	4.9	7
tt0021035	6.3	9
tt0021036	6.0	48
tt0021037	6.2	79
tt0021039	5.4	33
tt0021040	6.7	1040
tt0021041	7.1	18
tt0021042	6.0	151
tt0021043	5.0	27
tt0021044	6.6	147
tt0021045	5.3	79
tt0021046	6.1	31
tt0021048	5.3	129
tt0021050	4.0	9
tt0021051	5.6	42
tt0021052	6.4	8
tt0021053	6.5	280
tt0021054	7.3	1495
tt0021055	5.4	12
tt0021056	5.0	25
tt0021057	6.6	26
tt0021060	6.4	417
tt0021061	5.5	115
tt0021064	6.3	20
tt0021065	6.7	17
tt0021066	6.1	7
tt0021067	6.2	30
tt0021068	7.4	44
tt0021069	5.6	128
tt0021070	4.5	133
tt0021071	6.6	27
tt0021073	5.2	14
tt0021074	6.8	398
tt0021076	6.8	59
tt0021078	5.6	22
tt0021079	7.3	11776
tt0021082	7.0	26
tt0021083	5.0	56
tt0021084	6.5	25
tt0021085	5.7	31
tt0021087	6.1	372
tt0021089	6.8	50
tt0021090	5.3	124
tt0021092	5.6	227
tt0021094	5.3	142
tt0021097	7.1	32
tt0021098	7.1	11
tt0021100	5.4	163
tt0021102	6.2	112
tt0021106	6.5	842
tt0021109	6.6	39
tt0021110	5.7	164
tt0021112	6.5	49
tt0021113	4.7	23
tt0021114	6.1	11
tt0021115	6.6	67
tt0021118	6.8	93
tt0021119	6.7	35
tt0021120	7.2	13
tt0021121	6.2	191
tt0021125	6.7	72
tt0021128	6.1	657
tt0021131	5.1	32
tt0021132	5.7	155
tt0021133	5.1	234
tt0021134	5.0	196
tt0021135	6.3	26
tt0021137	4.6	46
tt0021139	5.3	15
tt0021140	5.8	220
tt0021141	5.6	70
tt0021144	7.1	64
tt0021146	6.2	274
tt0021147	6.9	25
tt0021148	6.8	1548
tt0021149	5.7	398
tt0021151	5.8	229
tt0021152	4.7	423
tt0021153	6.8	1111
tt0021155	5.1	16
tt0021156	7.1	5457
tt0021159	5.8	44
tt0021160	5.2	14
tt0021161	7.3	7
tt0021165	6.4	5656
tt0021166	6.7	208
tt0021168	6.8	93
tt0021176	5.8	31
tt0021177	7.0	33
tt0021178	6.1	138
tt0021179	6.8	17
tt0021180	6.6	27
tt0021181	6.1	259
tt0021182	7.6	1335
tt0021183	6.7	18
tt0021184	6.1	71
tt0021185	5.8	20
tt0021189	6.1	992
tt0021190	5.1	14
tt0021191	5.3	242
tt0021192	4.9	78
tt0021196	7.0	63
tt0021197	6.2	390
tt0021198	5.2	37
tt0021199	5.7	42
tt0021200	5.5	22
tt0021201	4.2	38
tt0021202	4.3	98
tt0021203	5.7	82
tt0021205	6.7	15
tt0021207	6.0	8
tt0021208	8.8	5
tt0021211	6.2	11
tt0021212	6.5	11
tt0021213	5.8	13
tt0021214	5.7	19
tt0021216	5.8	117
tt0021217	5.8	379
tt0021218	5.9	23
tt0021219	6.6	59
tt0021221	4.1	8
tt0021223	6.1	591
tt0021224	6.0	144
tt0021225	6.7	454
tt0021227	6.8	9
tt0021228	6.2	609
tt0021231	5.0	76
tt0021232	5.9	249
tt0021233	4.9	38
tt0021234	6.4	68
tt0021237	6.3	29
tt0021239	5.3	196
